,Ticker,Open,Close,Year,Week,Prediction
0,A,30.65,29.98,2010,6,1.0
1,A,30.359999,30.630001,2010,7,1.0
2,A,33.199999,33.580001,2010,10,1.0
3,A,33.78,34.310001,2010,12,1.0
4,A,35.380001,36.289999,2010,16,0.0
5,A,36.930001000000004,37.23,2010,17,1.0
6,A,36.359999,35.36,2010,18,0.0
7,A,33.679999,34.07,2010,19,1.0
8,A,34.020001,31.040001,2010,20,0.9259259259259259
9,A,31.24,31.400001,2010,21,1.0
10,A,32.089999,31.480001,2010,22,1.0
11,A,30.179999,29.84,2010,23,1.0
12,A,29.160001,28.430001,2010,26,0.0
13,A,27.11,29.28,2010,33,1.0
14,A,27.140001,27.510001000000003,2010,34,1.0
15,A,27.880001,27.510001000000003,2010,36,1.0
16,A,29.230001,29.130001,2010,37,1.0
17,A,30.780001000000002,31.029999,2010,38,1.0
18,A,33.020001,33.199999,2010,40,1.0
19,A,33.610001000000004,33.679999,2010,41,1.0
20,A,35.13,34.92,2010,43,1.0
21,A,36.150001,36.359999,2010,45,1.0
22,A,36.539999,35.21,2010,46,1.0
23,A,35.95,35.65,2010,48,1.0
24,A,39.009999,40.54,2010,50,1.0
25,A,41.930001000000004,41.509999,2010,52,0.0
26,A,41.989999,41.490001,2011,1,0.3333333333333333
27,A,42.520001,42.97,2011,2,1.0
28,A,44.22,42.429999,2011,3,1.0
29,A,42.770001,42.689999,2011,4,1.0
30,A,43.770001,45.020001,2011,6,1.0
31,A,45.000002,42.649999,2011,7,1.0
32,A,43.27,42.49,2011,8,0.5
33,A,42.429999,46.749998,2011,9,1.0
34,A,45.359997,45.339999,2011,10,0.7058823529411765
35,A,43.52,43.910001,2011,12,0.5
36,A,44.88,45.139996999999994,2011,13,0.5
37,A,44.88,45.139996999999994,2011,16,1.0
38,A,48.429999,49.909998,2011,17,1.0
39,A,54.070001,52.580002,2011,19,1.0
40,A,52.189997999999996,52.32,2011,20,1.0
41,A,49.689997999999996,48.180001000000004,2011,22,1.0
42,A,47.249999,48.71,2011,23,1.0
43,A,47.249999,47.060002000000004,2011,24,1.0
44,A,47.09,48.949999,2011,25,1.0
45,A,49.029998,50.48,2011,26,1.0
46,A,51.930001000000004,50.230002,2011,27,1.0
47,A,49.45,47.080001,2011,28,1.0
48,A,46.710001,46.920002000000004,2011,29,0.6666666666666666
49,A,46.190001,42.180001000000004,2011,30,1.0
50,A,42.619999,38.939999,2011,31,0.6666666666666666
51,A,33.320001,36.209998999999996,2011,32,0.6666666666666666
52,A,36.72,36.630001,2011,33,1.0
53,A,35.410001,34.14,2011,36,0.0
54,A,37.19,36.359999,2011,37,0.0
55,A,35.35,35.050001,2011,38,0.0
56,A,31.97,33.540001000000004,2011,40,0.0
57,A,33.020001,33.07,2011,42,1.0
58,A,35.589999,39.999999,2011,43,1.0
59,A,37.6,37.459998999999996,2011,45,1.0
60,A,37.129999,38.580001,2011,46,1.0
61,A,37.3,37.82,2011,48,1.0
62,A,33.529999,33.459998999999996,2011,50,0.5
63,A,33.99,34.84,2011,51,0.3333333333333333
64,A,35.25,34.11,2011,52,1.0
65,A,36.150001,37.400001,2012,1,1.0
66,A,37.620001,39.100001,2012,2,1.0
67,A,39.999999,41.270001,2012,3,1.0
68,A,40.88,40.999999,2012,4,1.0
69,A,43.330001,42.469999,2012,5,1.0
70,A,43.330001,42.469999,2012,6,1.0
71,A,44.690001,43.829999,2012,7,1.0
72,A,43.6,42.279999,2012,10,1.0
73,A,44.44,43.620001,2012,11,1.0
74,A,44.870001,45.049999,2012,13,1.0
75,A,43.660001,44.769998,2012,14,0.0
76,A,44.130001,42.469999,2012,15,1.0
77,A,42.410001,41.919999,2012,16,1.0
78,A,42.2,42.56,2012,17,1.0
79,A,38.870001,39.629999,2012,20,1.0
80,A,39.669999,40.010001,2012,24,1.0
81,A,39.85,40.149999,2012,25,1.0
82,A,38.82,39.37,2012,27,1.0
83,A,37.950001,37.49,2012,28,1.0
84,A,36.820001,36.83,2012,29,1.0
85,A,36.820001,36.689999,2012,30,1.0
86,A,37.920001,37.75,2012,31,1.0
87,A,40.270001,37.150001,2012,33,0.8320610687022901
88,A,37.480001,38.419999,2012,36,1.0
89,A,38.320001,38.26,2012,37,1.0
90,A,37.469999,37.909999,2012,42,1.0
91,A,37.78,37.579999,2012,45,1.0
92,A,36.42,36.139998999999996,2012,46,1.0
93,A,37.01,36.28,2012,47,0.8904109589041096
94,A,43.64,43.869999,2013,3,1.0
95,A,44.720001,42.249999,2013,7,0.8307692307692308
96,A,42.35,43.030001,2013,10,1.0
97,A,43.12,43.63,2013,19,1.0
98,A,42.979999,45.680001000000004,2013,20,1.0
99,A,45.649998,45.510003000000005,2013,23,0.5
100,A,44.379999,44.800001,2013,25,1.0
101,A,42.01,42.480001,2013,26,1.0
102,A,45.849999,46.219999,2013,32,1.0
103,A,45.890002,46.959998999999996,2013,33,1.0
104,A,52.919999,52.150001,2013,38,0.7951219512195122
105,A,50.7,51.899998,2013,40,1.0
106,A,51.219999,51.560001,2013,42,1.0
107,A,51.790001000000004,51.490001,2013,44,1.0
108,A,51.790001000000004,51.490001,2013,45,1.0
109,A,51.200001,54.930003,2013,46,1.0
110,A,54.099999,53.850001,2013,47,1.0
111,A,54.629998,55.160002,2013,50,1.0
112,A,57.399999,57.450001,2014,2,1.0
113,A,57.580002,57.430003,2014,6,1.0
114,A,59.000001,55.250001,2014,7,1.0
115,A,56.720001,56.630002000000005,2014,12,1.0
116,A,54.210001,54.660001,2014,15,1.0
117,A,55.030001,55.300002,2014,19,1.0
118,A,56.780002,54.490002000000004,2014,20,0.8275862068965517
119,A,54.580001,54.989998,2014,21,1.0
120,A,57.02,57.450001,2014,23,1.0
121,A,59.000001,59.280002,2014,24,1.0
122,A,58.030002,57.650003000000005,2014,26,1.0
123,A,56.330002,56.599999,2014,28,1.0
124,A,54.780003,55.62,2014,33,1.0
125,A,57.230001,58.069998999999996,2014,36,1.0
126,A,57.719998,57.650003000000005,2014,37,1.0
127,A,57.999999,58.250002,2014,38,0.8333333333333334
128,A,56.040002,56.909998,2014,40,0.8333333333333334
129,A,57.059996999999996,56.570001,2014,41,1.0
130,A,53.040001000000004,52.269998,2014,42,1.0
131,A,52.070002,52.349998,2014,43,1.0
132,A,53.94,54.500002,2014,44,1.0
133,A,39.900002,40.18,2014,45,1.0
134,A,41.57,40.799999,2014,47,0.9117647058823529
135,A,41.360001000000004,40.34,2014,50,1.0
136,A,40.610001000000004,40.110001000000004,2015,3,1.0
137,A,39.310001,40.150002,2015,7,1.0
138,A,39.970001,41.540001000000004,2015,8,1.0
139,A,42.34,42.200001,2015,9,1.0
140,A,41.220001,40.630001,2015,11,1.0
141,A,42.130001,41.09,2015,13,1.0
142,A,42.419998,42.619999,2015,17,1.0
143,A,41.880001,41.939999,2015,19,1.0
144,A,42.049999,42.610001000000004,2015,21,0.9491525423728814
145,A,42.450001,41.75,2015,22,1.0
146,A,40.57,39.84,2015,24,1.0
147,A,39.470001,40.049999,2015,26,1.0
148,A,38.360001000000004,39.02,2015,34,1.0
149,A,35.330002,35.529999,2015,36,1.0
150,A,36.5,35.860001000000004,2015,37,1.0
151,A,35.75,36.150002,2015,38,1.0
152,A,33.18,34.669998,2015,40,1.0
153,A,35.040001000000004,36.23,2015,41,1.0
154,A,36.080002,35.990002000000004,2015,42,0.5
155,A,38.27,38.299999,2015,45,1.0
156,A,36.75,38.380001,2015,47,0.9705882352941176
157,A,40.610001000000004,40.98,2015,50,1.0
158,A,40.240002000000004,39.0,2016,1,1.0
159,A,36.720001,37.869999,2016,7,1.0
160,A,37.59,37.349998,2016,9,1.0
161,A,38.970001,38.09,2016,10,1.0
162,A,39.290001000000004,39.470001,2016,14,1.0
163,A,40.720001,41.310001,2016,16,1.0
164,A,41.32,41.240002000000004,2016,18,1.0
165,A,41.5,42.459998999999996,2016,19,1.0
166,A,42.610001000000004,44.41,2016,20,0.9150943396226415
167,A,45.75,46.150002,2016,23,1.0
168,A,43.630001,42.259997999999996,2016,26,1.0
169,A,46.639998999999996,46.41,2016,28,1.0
170,A,46.720001,46.580002,2016,29,1.0
171,A,48.630001,46.720001,2016,33,1.0
172,A,47.07,47.110001000000004,2016,36,1.0
173,A,46.599998,47.029999,2016,45,1.0
174,A,45.330002,46.18,2016,46,0.88
175,A,44.580002,44.84,2016,49,1.0
176,A,45.75,46.209998999999996,2016,51,1.0
177,A,45.75,46.209998999999996,2017,1,1.0
178,A,45.75,46.209998999999996,2017,2,1.0
179,A,45.75,46.209998999999996,2017,3,1.0
180,A,45.75,46.209998999999996,2017,7,1.0
181,A,45.75,46.209998999999996,2017,10,1.0
182,A,45.75,46.209998999999996,2017,11,1.0
183,A,45.75,46.209998999999996,2017,13,1.0
184,A,45.75,46.209998999999996,2017,21,1.0
185,A,45.75,46.209998999999996,2017,22,1.0
186,A,45.75,46.209998999999996,2017,23,1.0
187,A,45.75,46.209998999999996,2017,24,1.0
188,A,45.75,46.209998999999996,2017,27,1.0
189,A,45.75,46.209998999999996,2017,28,1.0
190,A,45.75,46.209998999999996,2017,30,1.0
191,A,45.75,46.209998999999996,2017,33,0.9
192,A,45.75,46.209998999999996,2017,34,1.0
193,A,45.75,46.209998999999996,2017,37,1.0
194,A,45.75,46.209998999999996,2017,38,1.0
195,A,45.75,46.209998999999996,2017,46,1.0
196,A,45.75,46.209998999999996,2017,47,1.0
197,A,45.75,46.209998999999996,2017,49,1.0
198,A,45.75,46.209998999999996,2018,1,1.0
199,A,45.75,46.209998999999996,2018,2,1.0
200,A,45.75,46.209998999999996,2018,4,1.0
201,A,45.75,46.209998999999996,2018,5,1.0
202,A,45.75,46.209998999999996,2018,7,0.8333333333333334
203,A,45.75,46.209998999999996,2018,10,1.0
204,A,45.75,46.209998999999996,2018,14,1.0
205,A,45.75,46.209998999999996,2018,15,1.0
206,A,45.75,46.209998999999996,2018,16,1.0
207,A,45.75,46.209998999999996,2018,18,1.0
208,A,45.75,46.209998999999996,2018,20,1.0
209,A,45.75,46.209998999999996,2018,21,1.0
210,A,45.75,46.209998999999996,2018,22,1.0
211,A,45.75,46.209998999999996,2018,24,1.0
212,A,45.75,46.209998999999996,2018,28,1.0
213,A,45.75,46.209998999999996,2018,29,0.0
214,A,45.75,46.209998999999996,2018,31,1.0
215,A,45.75,46.209998999999996,2018,33,1.0
216,A,45.75,46.209998999999996,2018,34,1.0
217,A,45.75,46.209998999999996,2018,38,1.0
218,A,45.75,46.209998999999996,2018,39,0.6666666666666666
219,A,45.75,46.209998999999996,2018,41,1.0
220,A,45.75,46.209998999999996,2018,44,0.0
221,A,45.75,46.209998999999996,2018,46,1.0
222,A,45.75,46.209998999999996,2018,47,1.0
223,A,45.75,46.209998999999996,2019,1,1.0
224,A,45.75,46.209998999999996,2019,5,1.0
225,A,45.75,46.209998999999996,2019,7,1.0
226,A,45.75,46.209998999999996,2019,8,1.0
227,A,45.75,46.209998999999996,2019,11,1.0
228,A,45.75,46.209998999999996,2019,13,1.0
229,A,45.75,46.209998999999996,2019,19,0.0
230,A,45.75,46.209998999999996,2019,20,0.9411764705882353
231,A,45.75,46.209998999999996,2019,24,1.0
232,A,45.75,46.209998999999996,2019,28,1.0
233,A,45.75,46.209998999999996,2019,29,1.0
234,A,45.75,46.209998999999996,2019,31,0.5
235,A,45.75,46.209998999999996,2019,32,1.0
236,A,45.75,46.209998999999996,2019,33,0.9090909090909091
237,A,45.75,46.209998999999996,2019,36,1.0
238,A,45.75,46.209998999999996,2019,40,0.0
239,A,45.75,46.209998999999996,2019,41,1.0
240,A,45.75,46.209998999999996,2019,42,1.0
241,A,45.75,46.209998999999996,2019,46,1.0
242,A,45.75,46.209998999999996,2019,47,1.0
243,A,45.75,46.209998999999996,2019,48,1.0
244,A,45.75,46.209998999999996,2019,49,1.0
245,A,45.75,46.209998999999996,2019,50,1.0
246,A,45.75,46.209998999999996,2019,51,1.0
247,A,45.75,46.209998999999996,2019,52,1.0
248,A,45.75,46.209998999999996,2020,1,1.0
249,A,45.75,46.209998999999996,2020,2,1.0
250,A,45.75,46.209998999999996,2020,3,1.0
251,A,45.75,46.209998999999996,2020,4,1.0
252,A,45.75,46.209998999999996,2020,5,1.0
253,A,45.75,46.209998999999996,2020,6,1.0
254,A,45.75,46.209998999999996,2020,7,1.0
255,A,45.75,46.209998999999996,2020,8,1.0
256,A,45.75,46.209998999999996,2020,9,0.6666666666666666
257,A,45.75,46.209998999999996,2020,10,0.0
258,A,45.75,46.209998999999996,2020,11,0.6666666666666666
259,A,45.75,46.209998999999996,2020,12,0.6666666666666666
260,A,45.75,46.209998999999996,2020,13,0.75
261,A,45.75,46.209998999999996,2020,14,0.4
262,A,45.75,46.209998999999996,2020,15,1.0
263,A,45.75,46.209998999999996,2020,16,1.0
264,A,45.75,46.209998999999996,2020,17,0.5
265,A,45.75,46.209998999999996,2020,18,0.5
266,A,45.75,46.209998999999996,2020,19,1.0
267,A,45.75,46.209998999999996,2020,20,1.0
268,A,45.75,46.209998999999996,2020,21,1.0
269,A,45.75,46.209998999999996,2020,22,1.0
270,A,45.75,46.209998999999996,2020,23,1.0
271,AAP,40.299999,40.139998999999996,2010,1,1.0
272,AAP,39.43,39.540001000000004,2010,2,1.0
273,AAP,40.009997999999996,40.5,2010,4,1.0
274,AAP,42.369999,42.810001,2010,6,1.0
275,AAP,39.790001000000004,40.0,2010,7,0.5
276,AAP,42.650002,42.189999,2010,13,1.0
277,AAP,42.459998999999996,42.669998,2010,14,1.0
278,AAP,43.23,45.380001,2010,15,1.0
279,AAP,45.0,49.470001,2010,20,1.0
280,AAP,51.279999,51.759997999999996,2010,21,1.0
281,AAP,50.73,50.16,2010,22,1.0
282,AAP,51.990002000000004,51.34,2010,25,1.0
283,AAP,52.27,53.099998,2010,29,1.0
284,AAP,52.459998999999996,54.259997999999996,2010,32,1.0
285,AAP,54.369999,55.189999,2010,33,0.7647058823529411
286,AAP,55.900002,54.75,2010,34,1.0
287,AAP,57.25,57.990002000000004,2010,37,1.0
288,AAP,59.220001,58.700001,2010,39,1.0
289,AAP,58.400002,57.779999,2010,40,1.0
290,AAP,60.560001,61.150002,2010,42,0.0
291,AAP,61.77,62.080002,2010,43,0.0
292,AAP,65.110001,64.57,2010,44,1.0
293,AAP,64.900002,64.529999,2010,45,1.0
294,AAP,65.300003,65.07,2010,46,1.0
295,AAP,65.300003,65.07,2010,47,1.0
296,AAP,68.279999,68.540001,2010,49,1.0
297,AAP,65.459999,62.240002000000004,2011,1,0.0
298,AAP,61.549999,61.970001,2011,2,0.2
299,AAP,64.260002,66.0,2011,6,1.0
300,AAP,63.720001,64.410004,2011,7,1.0
301,AAP,64.83000200000001,64.800003,2011,11,1.0
302,AAP,64.279999,64.0,2011,15,1.0
303,AAP,65.5,65.860001,2011,18,1.0
304,AAP,65.599998,68.83000200000001,2011,19,1.0
305,AAP,71.800003,63.27,2011,20,1.0
306,AAP,62.34,62.119999,2011,21,1.0
307,AAP,57.18,58.59,2011,24,1.0
308,AAP,58.23,57.669998,2011,26,1.0
309,AAP,55.200001,54.82,2011,29,1.0
310,AAP,55.200001,54.82,2011,31,1.0
311,AAP,50.509997999999996,54.290001000000004,2011,32,0.8095238095238095
312,AAP,55.490002000000004,56.360001000000004,2011,33,1.0
313,AAP,60.720001,60.650002,2011,37,1.0
