,Ticker,Open,Close,Year,Week,Prediction
314,AAP,61.790001000000004,62.759997999999996,2011,38,1.0
315,AAP,61.509997999999996,60.290001000000004,2011,39,1.0
316,AAP,61.509997999999996,60.290001000000004,2011,44,1.0
317,AAP,66.699997,70.279999,2011,45,1.0
318,AAP,69.800003,68.980003,2011,46,1.0
319,AAP,69.440002,69.059998,2011,48,1.0
320,AAP,71.139999,69.099998,2012,1,1.0
321,AAP,75.16999799999999,74.75,2012,3,1.0
322,AAP,74.690002,75.230003,2012,4,1.0
323,AAP,76.959999,76.269997,2012,5,1.0
324,AAP,77.230003,78.83000200000001,2012,6,1.0
325,AAP,80.199997,85.57,2012,7,1.0
326,AAP,85.730003,85.980003,2012,9,1.0
327,AAP,92.559998,91.800003,2012,18,1.0
328,AAP,92.559998,91.800003,2012,19,1.0
329,AAP,82.309998,66.68,2012,20,0.8888888888888888
330,AAP,70.82,69.739998,2012,24,1.0
331,AAP,65.209999,65.589996,2012,26,1.0
332,AAP,68.940002,68.800003,2012,27,1.0
333,AAP,68.239998,68.599998,2012,32,0.8888888888888888
334,AAP,71.269997,70.389999,2012,36,1.0
335,AAP,67.32,68.279999,2012,38,1.0
336,AAP,68.059998,68.120003,2012,39,1.0
337,AAP,65.760002,66.150002,2012,43,1.0
338,AAP,70.639999,81.0,2012,44,0.8902439024390244
339,AAP,80.099998,78.410004,2012,45,0.8888888888888888
340,AAP,79.480003,76.900002,2012,46,0.8571428571428571
341,AAP,73.050003,72.029999,2012,51,1.0
342,AAP,72.08000200000001,72.290001,2013,2,1.0
343,AAP,72.849998,78.900002,2013,6,1.0
344,AAP,82.199997,82.199997,2013,14,1.0
345,AAP,79.0,81.230003,2013,15,0.0
346,AAP,85.57,86.160004,2013,20,1.0
347,AAP,87.16999799999999,84.08000200000001,2013,21,1.0
348,AAP,80.779999,79.75,2013,26,1.0
349,AAP,82.93,82.639999,2013,30,1.0
350,AAP,83.0,81.650002,2013,32,1.0
351,AAP,83.139999,82.449997,2013,33,1.0
352,AAP,82.160004,97.220001,2013,42,0.9186046511627907
353,AAP,101.32,102.66999799999999,2013,43,1.0
354,AAP,100.0,99.910004,2013,44,1.0
355,AAP,110.550003,109.849998,2013,50,1.0
356,AAP,110.16999799999999,110.16999799999999,2013,52,0.0
357,AAP,111.980003,113.18,2014,2,1.0
358,AAP,117.809998,118.440002,2014,3,1.0
359,AAP,121.5,125.0,2014,6,1.0
360,AAP,125.139999,121.639999,2014,14,1.0
361,AAP,127.779999,124.230003,2014,20,1.0
362,AAP,124.360001,125.949997,2014,25,1.0
363,AAP,130.669998,130.529999,2014,26,1.0
364,AAP,133.970001,133.580002,2014,28,1.0
365,AAP,128.220001,124.150002,2014,30,0.0
366,AAP,129.0,131.470001,2014,33,0.9622641509433962
367,AAP,133.41000400000001,134.020004,2014,34,1.0
368,AAP,135.009995,134.419998,2014,37,1.0
369,AAP,130.83999599999999,130.300003,2014,40,1.0
370,AAP,138.5,145.559998,2014,45,1.0
371,AAP,146.800003,144.809998,2014,46,1.0
372,AAP,145.21000700000002,145.830002,2014,47,1.0
373,AAP,148.440002,152.03999299999998,2014,49,1.0
374,AAP,152.009995,158.25,2014,50,1.0
375,AAP,161.050003,160.740005,2014,51,1.0
376,AAP,163.360001,160.300003,2015,2,1.0
377,AAP,151.899994,148.020004,2015,3,1.0
378,AAP,161.619995,150.16000400000001,2015,7,0.7272727272727273
379,AAP,147.630005,149.41000400000001,2015,13,1.0
380,AAP,151.800003,143.75,2015,14,0.5
381,AAP,147.779999,143.75,2015,20,1.0
382,AAP,144.190002,157.5,2015,21,1.0
383,AAP,157.25,153.220001,2015,22,1.0
384,AAP,175.520004,175.270004,2015,32,1.0
385,AAP,173.899994,187.78999299999998,2015,33,1.0
386,AAP,185.279999,187.83999599999999,2015,34,1.0
387,AAP,175.029999,178.58999599999999,2015,38,1.0
388,AAP,183.490005,189.529999,2015,40,0.75
389,AAP,193.559998,191.169998,2015,41,1.0
390,AAP,173.75,164.639999,2015,46,0.6923076923076923
391,AAP,161.0,164.220001,2015,47,1.0
392,AAP,149.75,153.21000700000002,2015,50,1.0
393,AAP,148.350006,160.820007,2015,51,1.0
394,AAP,142.179993,141.320007,2016,2,1.0
395,AAP,145.08999599999999,144.619995,2016,3,1.0
396,AAP,144.990005,144.720001,2016,4,1.0
397,AAP,141.149994,138.41000400000001,2016,6,1.0
398,AAP,142.03999299999998,146.0,2016,7,1.0
399,AAP,151.369995,151.520004,2016,10,1.0
400,AAP,157.979996,161.820007,2016,12,1.0
401,AAP,162.360001,160.33999599999999,2016,13,0.5
402,AAP,161.21000700000002,159.880005,2016,14,1.0
403,AAP,161.020004,161.190002,2016,15,1.0
404,AAP,152.990005,150.520004,2016,18,0.875
405,AAP,145.550003,146.389999,2016,20,0.8695652173913043
406,AAP,145.580002,145.869995,2016,21,1.0
407,AAP,145.580002,153.33999599999999,2016,22,0.8076923076923077
408,AAP,153.889999,156.779999,2016,23,1.0
409,AAP,155.740005,155.580002,2016,25,1.0
410,AAP,164.669998,170.33999599999999,2016,30,1.0
411,AAP,162.0,158.03999299999998,2016,33,0.86
412,AAP,156.78999299999998,158.759995,2016,35,1.0
413,AAP,149.050003,145.889999,2016,38,1.0
414,AAP,148.919998,146.740005,2016,39,0.5
415,AAP,147.619995,148.929993,2016,40,1.0
416,AAP,142.059998,141.929993,2016,42,0.6190476190476191
417,AAP,145.110001,145.020004,2016,45,1.0
418,AAP,145.279999,162.570007,2016,46,0.9413919413919414
419,AAP,171.149994,170.770004,2016,48,1.0
420,AAP,176.41000400000001,176.520004,2016,49,1.0
421,AAP,174.21000700000002,171.509995,2016,50,1.0
422,AAP,173.029999,171.509995,2017,1,0.0
423,AAP,173.029999,171.509995,2017,2,1.0
424,AAP,173.029999,171.509995,2017,3,1.0
425,AAP,173.029999,171.509995,2017,4,0.0
426,AAP,173.029999,171.509995,2017,5,0.0
427,AAP,173.029999,171.509995,2017,6,1.0
428,AAP,173.029999,171.509995,2017,8,1.0
429,AAP,173.029999,171.509995,2017,10,1.0
430,AAP,173.029999,171.509995,2017,11,1.0
431,AAP,173.029999,171.509995,2017,13,1.0
432,AAP,173.029999,171.509995,2017,17,1.0
433,AAP,173.029999,171.509995,2017,20,1.0
434,AAP,173.029999,171.509995,2017,21,0.7
435,AAP,173.029999,171.509995,2017,23,0.5
436,AAP,173.029999,171.509995,2017,24,1.0
437,AAP,173.029999,171.509995,2017,27,0.5882352941176471
438,AAP,173.029999,171.509995,2017,28,1.0
439,AAP,173.029999,171.509995,2017,30,1.0
440,AAP,173.029999,171.509995,2017,31,1.0
441,AAP,173.029999,171.509995,2017,33,0.8333333333333334
442,AAP,173.029999,171.509995,2017,34,1.0
443,AAP,173.029999,171.509995,2017,35,1.0
444,AAP,173.029999,171.509995,2017,36,1.0
445,AAP,173.029999,171.509995,2017,37,1.0
446,AAP,173.029999,171.509995,2017,40,1.0
447,AAP,173.029999,171.509995,2017,41,1.0
448,AAP,173.029999,171.509995,2017,42,0.5
449,AAP,173.029999,171.509995,2017,43,1.0
450,AAP,173.029999,171.509995,2017,44,1.0
451,AAP,173.029999,171.509995,2017,45,1.0
452,AAP,173.029999,171.509995,2017,46,0.9166666666666666
453,AAP,173.029999,171.509995,2017,47,0.5
454,AAP,173.029999,171.509995,2017,49,1.0
455,AAP,173.029999,171.509995,2017,50,1.0
456,AAP,173.029999,171.509995,2017,52,1.0
457,AAP,173.029999,171.509995,2018,1,1.0
458,AAP,173.029999,171.509995,2018,8,0.8571428571428571
459,AAP,173.029999,171.509995,2018,12,1.0
460,AAP,173.029999,171.509995,2018,14,0.5
461,AAP,173.029999,171.509995,2018,16,1.0
462,AAP,173.029999,171.509995,2018,17,1.0
463,AAP,173.029999,171.509995,2018,18,1.0
464,AAP,173.029999,171.509995,2018,19,1.0
465,AAP,173.029999,171.509995,2018,21,0.8571428571428571
466,AAP,173.029999,171.509995,2018,24,1.0
467,AAP,173.029999,171.509995,2018,25,1.0
468,AAP,173.029999,171.509995,2018,26,1.0
469,AAP,173.029999,171.509995,2018,27,1.0
470,AAP,173.029999,171.509995,2018,29,1.0
471,AAP,173.029999,171.509995,2018,30,1.0
472,AAP,173.029999,171.509995,2018,31,1.0
473,AAP,173.029999,171.509995,2018,32,1.0
474,AAP,173.029999,171.509995,2018,33,1.0
475,AAP,173.029999,171.509995,2018,34,1.0
476,AAP,173.029999,171.509995,2018,35,1.0
477,AAP,173.029999,171.509995,2018,36,1.0
478,AAP,173.029999,171.509995,2018,38,1.0
479,AAP,173.029999,171.509995,2018,39,1.0
480,AAP,173.029999,171.509995,2018,41,1.0
481,AAP,173.029999,171.509995,2018,42,1.0
482,AAP,173.029999,171.509995,2018,43,1.0
483,AAP,173.029999,171.509995,2018,45,1.0
484,AAP,173.029999,171.509995,2018,46,1.0
485,AAP,173.029999,171.509995,2018,47,1.0
486,AAP,173.029999,171.509995,2018,51,1.0
487,AAP,173.029999,171.509995,2019,1,1.0
488,AAP,173.029999,171.509995,2019,2,1.0
489,AAP,173.029999,171.509995,2019,8,0.8571428571428571
490,AAP,173.029999,171.509995,2019,9,1.0
491,AAP,173.029999,171.509995,2019,12,1.0
492,AAP,173.029999,171.509995,2019,13,0.0
493,AAP,173.029999,171.509995,2019,14,1.0
494,AAP,173.029999,171.509995,2019,21,1.0
495,AAP,173.029999,171.509995,2019,28,1.0
496,AAP,173.029999,171.509995,2019,29,0.0
497,AAP,173.029999,171.509995,2019,33,0.875
498,AAP,173.029999,171.509995,2019,37,1.0
499,AAP,173.029999,171.509995,2019,39,1.0
500,AAP,173.029999,171.509995,2019,41,1.0
501,AAP,173.029999,171.509995,2019,45,1.0
502,AAP,173.029999,171.509995,2019,46,1.0
503,AAP,173.029999,171.509995,2019,50,1.0
504,AAP,173.029999,171.509995,2019,52,1.0
505,AAP,173.029999,171.509995,2020,3,1.0
506,AAP,173.029999,171.509995,2020,4,0.5
507,AAP,173.029999,171.509995,2020,7,1.0
508,AAP,173.029999,171.509995,2020,8,1.0
509,AAP,173.029999,171.509995,2020,9,1.0
510,AAP,173.029999,171.509995,2020,10,1.0
511,AAP,173.029999,171.509995,2020,11,1.0
512,AAP,173.029999,171.509995,2020,12,1.0
513,AAP,173.029999,171.509995,2020,13,1.0
514,AAP,173.029999,171.509995,2020,14,1.0
515,AAP,173.029999,171.509995,2020,16,1.0
516,AAP,173.029999,171.509995,2020,17,1.0
517,AAP,173.029999,171.509995,2020,20,1.0
518,AAP,173.029999,171.509995,2020,21,1.0
519,AAP,173.029999,171.509995,2020,24,1.0
520,ABBV,34.919998,52.810001,2013,1,1.0
521,ABBV,34.150002,34.459998999999996,2013,2,0.5
522,ABBV,34.470001,35.540001000000004,2013,3,1.0
523,ABBV,36.810001,36.93,2013,5,1.0
524,ABBV,36.639998999999996,36.419998,2013,6,1.0
525,ABBV,36.93,37.580002,2013,7,1.0
526,ABBV,37.25,37.669998,2013,11,1.0
527,ABBV,39.959998999999996,41.310001,2013,14,1.0
528,ABBV,41.959998999999996,43.619999,2013,15,1.0
529,ABBV,43.0,45.84,2013,17,1.0
530,ABBV,45.830002,45.23,2013,18,1.0
531,ABBV,45.720001,46.029999,2013,20,1.0
532,ABBV,45.889998999999996,45.389998999999996,2013,22,1.0
533,ABBV,43.720001,44.0,2013,23,1.0
534,ABBV,42.419998,43.150002,2013,24,1.0
535,ABBV,45.009997999999996,44.790001000000004,2013,30,1.0
536,ABBV,44.709998999999996,45.040001000000004,2013,33,1.0
537,ABBV,44.810001,46.009997999999996,2013,40,1.0
538,ABBV,49.099998,49.299999,2013,43,1.0
539,ABBV,49.099998,49.299999,2013,44,1.0
540,ABBV,53.209998999999996,52.630001,2013,51,1.0
541,ABBV,50.650002,50.110001000000004,2014,3,0.0
542,ABBV,47.790001000000004,49.23,2014,5,1.0
543,ABBV,47.759997999999996,47.73,2014,6,1.0
544,ABBV,51.82,51.040001000000004,2014,8,1.0
545,ABBV,53.529999,51.360001000000004,2014,13,1.0
546,ABBV,46.580002,46.459998999999996,2014,15,1.0
547,ABBV,50.130001,49.139998999999996,2014,17,1.0
548,ABBV,52.380001,52.790001000000004,2014,19,1.0
549,ABBV,52.380001,52.790001000000004,2014,22,1.0
550,ABBV,53.849998,54.23,2014,24,0.0
551,ABBV,55.619999,53.299999,2014,25,1.0
552,ABBV,53.759997999999996,53.75,2014,26,1.0
